user,degree,closeness,betweenness,listed,followers,tweets,non_tweets_sent,non_tweets_received,score
EliteFantasyHQ,0.0007238508867173363,0.0007235890014471781,0.0,0.003246445176419557,0.00039098816337953174,0.0,0.02631578947368421,0.9999999999999999,0.12651049
InfogolApp,0.0,0.00036179450072358903,0.0,0.0034633266913369387,0.00035327703785070254,0.0,0.02631578947368421,0.9999999999999999,0.12650315
przeglad,0.0,0.00036179450072358903,0.0,0.002866902525314139,0.0024480350734866897,0.0,0.02631578947368421,0.9999999999999999,0.12641416
twiDAQ,0.0,0.0,0.0,0.0030702289455491845,4.504809031035011e-05,0.0,0.02631578947368421,0.9999999999999999,0.1262863
kbaxter11,0.0,0.0,0.0,0.0028126821465847937,0.00010783809694506255,0.0,0.02631578947368421,0.9999999999999999,0.12616901
GoalFrance,0.0,0.0,0.0,0.002548357800279235,0.0005435249713596339,0.0,0.02631578947368421,0.9999999999999999,0.12608342
USLLeagueTwo,0.0003619254433586681,0.0007235890014471781,0.0,0.0022230355279031625,0.0002717078951680497,0.0,0.02631578947368421,0.9999999999999999,0.12595615
cityreport_,0.0,0.00036179450072358903,0.0,0.0021417049598091444,0.0006781015009683047,0.0,0.02631578947368421,0.9999999999999999,0.12590156
___aandrea,0.0,0.0,0.0,0.002202702885879658,5.628281763205401e-05,0.0,0.02631578947368421,0.9999999999999999,0.12587248
BitSler,0.0054288816503800215,0.0057887120115774245,0.0,0.000494760955905277,4.98193010388094e-05,0.0,0.02631578947368421,0.9999999999999999,0.12586153
betmind1,0.004705030763662685,0.002532561505065123,0.011363636363636364,0.0005150935979287816,0.0001712395173115684,0.0,0.02631578947368421,0.9999999999999999,0.1257751
GabrielSkelly,0.0010857763300760044,0.0,0.0,0.0014503951310099901,3.27324708556543e-05,0.0,0.02631578947368421,0.9999999999999999,0.12567179
dorelipin,0.0,0.0,0.0,0.001558835888468681,2.095183841627772e-05,0.0,0.02631578947368421,0.9999999999999999,0.12556127
DeityTips,0.004705030763662685,0.002532561505065123,0.011363636363636364,2.0332642023504535e-05,1.2250110840575092e-05,0.0,0.02631578947368421,0.9999999999999999,0.1255236
AyobamiTips,0.004705030763662685,0.002532561505065123,0.011363636363636364,0.0,6.529025207365335e-06,0.0,0.02631578947368421,0.9999999999999999,0.12551335
FMPSD,0.0003619254433586681,0.0,0.0,0.001328399278868963,4.605255572686786e-05,0.0,0.02631578947368421,0.9999999999999999,0.12550718
shayari,0.0018096272167933407,0.0007235890014471781,0.0,0.0007658628495520041,0.00036563632971481217,0.0,0.02631578947368421,0.9999999999999999,0.12548314
CaeliousP,0.004343105320304018,0.0,0.0,0.0,2.401982517759822e-07,0.0,0.02631578947368421,0.9999999999999999,0.12545899
ZonaRealmadrid,0.0,0.0,0.0,0.001138627953316254,0.00048704562788521775,0.0,0.02631578947368421,0.9999999999999999,0.12540397
SarahRyanYEG,0.0014477017734346727,0.001808972503617945,0.0,0.0007455302075284996,7.138255318688053e-05,0.0,0.02631578947368421,0.9999999999999999,0.1253921
swagafiedkicks,0.0003619254433586681,0.0,0.0,0.0010301871958575631,9.378649921616759e-06,0.0,0.02631578947368421,0.9999999999999999,0.12536113
JoelBBCAN,0.0010857763300760044,0.0,0.0,0.0007387526601873314,7.499644506587372e-05,0.0,0.02631578947368421,0.9999999999999999,0.12533543
Livvvan,0.0,0.0,0.0,0.0010776300272457404,1.8407920567923e-05,0.0,0.02631578947368421,0.9999999999999999,0.12533091
BetEstate,0.003257328990228013,0.0,0.0,1.3555094682336356e-05,4.236223713140049e-06,0.0,0.02631578947368421,0.9999999999999999,0.12530456
marcimag_,0.0,0.0,0.0,0.0008878587016930313,0.00046075483741810113,0.0,0.02631578947368421,0.9999999999999999,0.12528159
GuineeTags,0.0,0.0,0.0,0.0009217464383988722,8.972496514068281e-05,0.0,0.02631578947368421,0.9999999999999999,0.12526304
Douglas99544342,0.002895403546869345,0.0,0.0,6.777547341168178e-06,1.6377153530180604e-07,0.0,0.02631578947368421,0.9999999999999999,0.12524718
Chettah_Hamza,0.0,0.0,0.0,0.0008946362490341995,1.1529516085247145e-05,0.0,0.02631578947368421,0.9999999999999999,0.12524275
cabaislois,0.0,0.0,0.0,0.0008200832282813495,8.068477639202312e-05,0.0,0.02631578947368421,0.9999999999999999,0.12521358
BradyReid_,0.0025334781035106766,0.0016280752532561507,0.0,4.066528404700907e-05,6.2997450579428056e-06,0.0,0.02631578947368421,0.9999999999999999,0.1252102
Cravens86,0.0025334781035106766,0.0,0.0,1.3555094682336356e-05,1.4630257153628007e-06,0.0,0.02631578947368421,0.9999999999999999,0.12519678
whixki,0.0025334781035106766,0.0,0.0,0.0,2.1202954770407156e-05,0.0,0.02631578947368421,0.9999999999999999,0.12519215
RickyMann4,0.0,0.00036179450072358903,0.0,0.0007319751128461632,0.00015477501896256015,0.0,0.02631578947368421,0.9999999999999999,0.12517838
IndicudTx,0.0007238508867173363,0.0,0.0,0.0005354262399522861,6.7692234591413164e-06,0.0,0.02631578947368421,0.9999999999999999,0.12517804
AR10ym,0.0003619254433586681,0.0,0.0,0.0006370894500698088,2.6749350765961654e-05,0.0,0.02631578947368421,0.9999999999999999,0.12517478
JackAttack2393,0.0,0.0,0.0,0.0007319751128461632,7.311853146107967e-05,0.0,0.02631578947368421,0.9999999999999999,0.12517074
BlazedRTs,0.0,0.0,0.0,0.0006709771867756496,0.00030267163344244446,0.0,0.02631578947368421,0.9999999999999999,0.12516306
MikeBovill,0.0,0.0,0.0,0.0007048649234814905,7.472349250703737e-05,0.0,0.02631578947368421,0.9999999999999999,0.12515792
ppartnivek,0.0,0.0,0.0,0.0007048649234814905,4.421831453148763e-05,0.0,0.02631578947368421,0.9999999999999999,0.12515506
KevLaramee,0.0007238508867173363,0.0,0.0,0.0004608732191994361,2.477317423998653e-05,0.0,0.02631578947368421,0.9999999999999999,0.12514408
mary_flex,0.0021715526601520083,0.001808972503617945,0.0,0.0,2.936969533079055e-06,0.0,0.02631578947368421,0.9999999999999999,0.12513667
splittinups,0.0021715526601520083,0.0007235890014471781,0.0,0.0,1.3975171012420783e-06,0.0,0.02631578947368421,0.9999999999999999,0.12513654
Paquetista,0.0,0.0,0.0,0.0006709771867756496,1.183522295114385e-05,0.0,0.02631578947368421,0.9999999999999999,0.12513582
FutBibleNorge,0.0007238508867173363,0.001085383502170767,0.0,0.00039309774578775433,0.00013197802124854875,0.0,0.02631578947368421,0.9999999999999999,0.12512171
RyanGones95,0.0,0.0,0.0,0.0006370894500698088,2.173794178572639e-05,0.0,0.02631578947368421,0.9999999999999999,0.12512054
marylandsoccer,0.0014477017734346727,0.001808972503617945,0.0,0.0001287733994821954,2.1923549525735104e-05,0.0,0.02631578947368421,0.9999999999999999,0.12509252
Agbatordude,0.0018096272167933407,0.0,0.0,1.3555094682336356e-05,3.723072902527724e-06,0.0,0.02631578947368421,0.9999999999999999,0.12508947
drillstars1,0.0018096272167933407,0.0,0.0,0.0,2.7950342024841565e-06,0.0,0.02631578947368421,0.9999999999999999,0.12508291
WEPESJP,0.0,0.0,0.0,0.0005286486926111179,9.210511145373573e-05,0.0,0.02631578947368421,0.9999999999999999,0.12507528
MintyMat,0.0,0.0,0.0,0.0005422037872934543,1.8691791229112798e-05,0.0,0.02631578947368421,0.9999999999999999,0.12507488
WahyudiantoZt,0.0,0.0,0.0,0.0005218711452699497,2.7513617930703414e-05,0.0,0.02631578947368421,0.9999999999999999,0.12506598
robsamblesphoto,0.0010857763300760044,0.00036179450072358903,0.0,0.0001829937782115408,5.600986507321767e-06,0.0,0.02631578947368421,0.9999999999999999,0.12506315
barqudd10n,0.0014477017734346727,0.0,0.0,6.09979260705136e-05,2.98064194249287e-06,0.0,0.02631578947368421,0.9999999999999999,0.12505834
TheEveryDayFan2,0.0014477017734346727,0.00036179450072358903,0.045454545454545456,4.066528404700907e-05,3.878109955946767e-05,0.0,0.02631578947368421,0.9999999999999999,0.12505196
TheProdigalSean,0.0,0.0,0.0,0.0004608732191994361,0.00014371498127851154,0.0,0.02631578947368421,0.9999999999999999,0.1250477
Ahmed_A_Askar,0.0,0.0,0.0,0.00047442831388177245,6.57269761677915e-05,0.0,0.02631578947368421,0.9999999999999999,0.12504688
SusanaTRuiz,0.0,0.0,0.0,0.00047442831388177245,5.405552475194945e-05,0.0,0.02631578947368421,0.9999999999999999,0.12504578
hiroki0205,0.0,0.0,0.0,0.00047442831388177245,2.9533466866092355e-05,0.0,0.02631578947368421,0.9999999999999999,0.12504348
fentywhore,0.0,0.0,0.0,0.0004540956718582679,5.121681814005148e-05,0.0,0.02631578947368421,0.9999999999999999,0.1250358
mr_jospinchrist,0.0,0.0,0.0,0.00044731812451709974,1.5995019947809723e-05,0.0,0.02631578947368421,0.9999999999999999,0.12502925
Lucy03075703,0.0014477017734346727,0.0,0.0,0.0,1.037219723578105e-06,0.0,0.02631578947368421,0.9999999999999999,0.12502898
firebrnd13,0.0010857763300760044,0.0,0.0,0.00010844075745869085,2.6967712813030727e-06,0.0,0.02631578947368421,0.9999999999999999,0.12502722
MattiasArvidss1,0.0003619254433586681,0.0007235890014471781,0.0,0.00029821208301139985,7.837013869309092e-05,0.0,0.02631578947368421,0.9999999999999999,0.12501755
