,source,target
5274,matpreneur,VolunteerBGCNYC
5277,BigTimeFootball,SportsPro
5279,aviation000,nikestore
5280,Brocksdaddy09,kobebryant
5281,Brocksdaddy09,Nike
5282,Brocksdaddy09,nikebasketball
5284,RobbieJStern,Nike
5285,RobbieJStern,nikestore
5293,MettaWorldTrap,swooshsupply
5295,savthegenius,Nike
5296,justlikethatho,Nike
5302,DeadLaced,DeadLaced
5303,DeadLaced,DeadLaced
5304,hot_yeezy,Sole_Links
5306,Kev1n_Hudson,Nike
5311,seventwelveco,swooshsupply
5312,Bigsale10,Sole_Links
5314,Bigsale10,Sole_Links
5315,swagafiedkicks,oscarheat4life
5318,mleCiscellCoole,NikeService
5319,VanesEtim,thunderhoodie
5320,enyelcrz,SneakerCon
5322,Bestsneaker2,BoostYeezy16
5324,Bestsneaker2,hknbuzz
5327,monpp51,ChonFCOfficial
5329,SneakerWorld15,BoostYeezy16
5330,efiorentino31,amcmath04
5335,TammyOwenFishe1,Poshmarkapp
5336,TammyOwenFishe1,reginaewills
5338,SneakerWorld15,hknbuzz
5340,jforest204,Poshmarkapp
5341,WieczorekTracy,Poshmarkapp
5342,LenzeRex,Poshmarkapp
5343,LenzeRex,Compare_2_None
5344,amh_tas,Poshmarkapp
5345,amh_tas,style_world21
5346,sarah_boyd1,Poshmarkapp
5347,sarah_boyd1,modernmixgal
5348,Drew_Finesse1,Drew_Finesse1
5350,Alisonj09424077,ChampPlug
5352,Amacheez,ChampPlug
5367,iriscicu,styleslookbook
5370,swagafiedkicks,editsbydyn
5373,am_clothing,eBay_UK
5375,mkvboutique,Poshmarkapp
5376,mkvboutique,GsEasyStreet
5377,mkvboutique,TShirtAddicts
5378,DeboseMona,Poshmarkapp
5379,DeboseMona,77suzyc
5380,DeboseMona,JeanneWalker01
5381,SpecialsSavvy,Poshmarkapp
5382,NicoleG01594210,Poshmarkapp
5383,lisabraden4,Poshmarkapp
5384,LisaSco53648225,Poshmarkapp
5385,2009rensew,Poshmarkapp
5386,2009rensew,StefaniaOliva16
5387,wilfredshaw,Poshmarkapp
5388,wilfredshaw,Compare_2_None
5389,wilfredshaw,Lenfra_Closet
5391,lovebecca,Poshmarkapp
5392,lovebecca,Valanji1
5393,JDSportsIE,Nike
5398,Melissa_russo6,HVHammersNY
5400,DerooSimon,SoleandSell1
5403,EstefiCG93,titoloshop
5407,TobiasS62573698,kinksnsneaks
5411,SeeYou030,kinksnsneaks
5413,avagromus,kinksnsneaks
5416,stott_jac,titoloshop
5430,GOyakilome,NikeService
5432,Swissquote,IpekOzkardeskay
5434,NH_SHAPIRO,NEILSHOTDEALS
5435,NH_SHAPIRO,NEILSHOTDEALS
5436,NH_SHAPIRO,NEILSHOTDEALS
5437,NH_SHAPIRO,NEILSHOTDEALS
5438,NH_SHAPIRO,NEILSHOTDEALS
5439,dabridgemaster,Poshmarkapp
5440,dabridgemaster,Justine43449883
5441,NH_SHAPIRO,NEILSHOTDEALS
5442,amyposhboutique,Poshmarkapp
5443,amyposhboutique,luckygirlinpin1
5444,LaChicaNICE2,Poshmarkapp
5445,LaChicaNICE2,MilkoNunez
5446,jagrbeauxbtns,Poshmarkapp
5447,CoffeenSunshin2,Poshmarkapp
5448,CoffeenSunshin2,SavyT_
5449,BrandyBurkett2,Poshmarkapp
5450,BrandyBurkett2,hinchmobb
5451,CassieForster13,Poshmarkapp
5452,littlelibra85,Poshmarkapp
5463,eunlopz,TREASURE_WRDR
5464,greentechdon,SiennaCPJourney
5465,greentechdon,SDRRehabUK
5469,StefanoGianti,IpekOzkardeskay
5471,swagafiedkicks,GrahamSpeight
5472,Sole_Links,BoostYeezy16
5474,CorriendoAmigos,Nike
5476,Anabel79950053,Poshmarkapp
5477,klee_closet,Poshmarkapp
5478,justnikki010,Poshmarkapp
5479,kookyk9,Poshmarkapp
5480,BoutiqueLelie,Poshmarkapp
5481,BoutiqueLelie,PDiamonds74
5482,misty7831,Poshmarkapp
5483,misty7831,Bailee39523573
5484,misty7831,Justine43449883
5485,Samanth61744931,Poshmarkapp
5486,Samanth61744931,sndaccessories4
5487,blizzmarts,Poshmarkapp
5488,Monyshoelover,Poshmarkapp
5489,Monyshoelover,JanaBG2021
5490,jillianh0212,Poshmarkapp
5492,YeezyLoves,HellerMirande
5494,SneakerNews_82,BoostYeezy16
5496,kervcristo,163ecba10cfb439
5497,kervcristo,Nike
5498,kervcristo,trvisXX
5500,ananut288,ChonFCOfficial
5502,Loopydain,belleStoreInc
5503,GrassrootsDNC,lcollins73
5504,GrassrootsDNC,YouTube
5508,SneakerNews_82,BoostYeezy16
5509,lcollins73,lcollins73
5510,lcollins73,YouTube
5513,SDRRehabUK,SiennaCPJourney
5514,SDRRehabUK,SDRRehabUK
5515,SiennaCPJourney,SDRRehabUK
5516,pleonexity,Footaction
5520,ClaudioFMW,IpekOzkardeskay
5522,didihill1022,Poshmarkapp
5523,cassiesclassics,Poshmarkapp
5524,antflostore,Poshmarkapp
5525,RareFormMoody,Poshmarkapp
5526,RareFormMoody,GsEasyStreet
5527,KellySinger219,Poshmarkapp
5528,KellySinger219,harleynurse1948
5529,KellySinger219,maliucov
5530,rstyleboutiquee,Poshmarkapp
5531,courtney_an,Poshmarkapp
5532,courtney_an,rosyknip
5533,courtney_an,Compare_2_None
5534,riverai59,Poshmarkapp
5537,thebellebananas,belleStoreInc
5538,akinleyeajayi,belleStoreInc
5543,Newssneakerhot,BoostYeezy16
5544,Newssneakerhot,BoostYeezy16
5550,ennomnom,FastSoleUK
5552,SneakedUp,bodega
5554,utahjazzbaby,Poshmarkapp
5555,gcloset26,Poshmarkapp
5556,gcloset26,autumneastridge
5557,bethaboz68,Poshmarkapp
5558,txwilmer,Poshmarkapp
5559,txwilmer,Julie_maxsmom
5560,Garredondo,Poshmarkapp
5561,HomeHab,Poshmarkapp
5562,wolframbrandon,Poshmarkapp
5566,SICK_Ent_,lilswangxo
5567,JDWomen,Jumpman23
5568,dj_konvict512,eBay
5570,dj_konvict512,eBay
5572,amoime,ChonFCOfficial
5573,LiveDriveSOM,eBay
5575,GabiyevIkram,SnkrsStore
5579,_b0SsLadii,Poshmarkapp
5580,_b0SsLadii,cute4less2012
5581,Coachandtrunk,Poshmarkapp
5582,Jane3797,Poshmarkapp
5583,Mackenz55536488,Poshmarkapp
5584,wojmama,Poshmarkapp
5585,KarenKinser6,Poshmarkapp
5586,KarenKinser6,poshmaegan_p
5587,ramost,Poshmarkapp
5588,Christi98661263,Poshmarkapp
5589,holladay23,Poshmarkapp
5590,holladay23,Nichole92599862
5591,JamieMGremmels,Poshmarkapp
5592,VioletRoseVntge,Poshmarkapp
5593,ClosetNormis,Poshmarkapp
5594,ClosetNormis,debbiesudduth1
5595,BlackCherryAcc,Poshmarkapp
5596,BlackCherryAcc,Jennifer__T
5597,slrbr1207,Poshmarkapp
5598,slrbr1207,KernSakern
5599,sarah_boyd1,Poshmarkapp
5600,dsj_sandy,Poshmarkapp
5602,BlaxCharlie,shoe_plug_zw
5604,products_hot,WandaCo87259801
5605,products_hot,Poshmarkapp
5606,mistakesnmoney,KingJames
5607,mistakesnmoney,Nike
5608,enginelux,gotkickofficial
5609,enginelux,YouTube
5610,enginelux,gotkickofficial
5611,enginelux,YouTube
5612,enginelux,gotkickofficial
5613,enginelux,YouTube
5614,johnnyovadose,conny_young
5616,b2uty_light,yoseopcloset
5621,merterdo1,DigiSliceX
5622,merterdo1,SweetStreetWear
5624,WreckTalRaccoon,WandaCo87259801
5625,WreckTalRaccoon,Poshmarkapp
5626,imJEESUS,Chevane
5627,eceltisha20,Poshmarkapp
5628,DeboseMona,Poshmarkapp
5629,DeboseMona,77suzyc
5630,DeboseMona,lindasenn11
5631,1RVTP,Poshmarkapp
5632,NLSideHustle,murph326
5633,NLSideHustle,Poshmarkapp
5634,NLSideHustle,NLSideHustle
5636,SpecialsSavvy,Poshmarkapp
5637,rain34,Poshmarkapp
5638,rain34,GsEasyStreet
5639,rain34,TKlokow
5640,drles03,Poshmarkapp
5641,drles03,OfResell
5642,JkMikas,Poshmarkapp
5643,JkMikas,_ShelbyGT
5644,TremblayLea,Poshmarkapp
5645,BlackGwendolyne,Poshmarkapp
5646,BlackGwendolyne,Compare_2_None
5647,TheBandTeeShop,Poshmarkapp
5648,TheBandTeeShop,jill_hartley
5649,Carrie_Belangia,Poshmarkapp
5650,Carrie_Belangia,Pearlsjax
5651,ShopAlexisK,Poshmarkapp
5652,ShopAlexisK,ankabearscloset
5653,annanelson5122,Poshmarkapp
5654,annanelson5122,TiaGree22918843
5655,centemil,Poshmarkapp
5656,Jess37995247,Poshmarkapp
5657,samallama66,Poshmarkapp
5658,familygood4,Poshmarkapp
5659,familygood4,Chinedra
5660,GraceNarnola,Poshmarkapp
5661,beverly_fava,Poshmarkapp
5662,NotaroCindy,Poshmarkapp
5663,DEANNAWAWA,Poshmarkapp
5664,WandaCo87259801,Poshmarkapp
5665,YourClosetCoach,Poshmarkapp
5666,Redred65807514,Poshmarkapp
5667,Hlayos99,Poshmarkapp
5670,elisabetttthhh,crispcloset
5671,elisabetttthhh,Poshmarkapp
5672,elisabetttthhh,elisabetttthhh
5674,mt_marlon96,shoe_plug_zw
5676,ISOBOLO1,ChrisCernoch
5683,swagafiedkicks,DSWorksOfficial
5689,AnsisEgle,JWKeady
5690,AnsisEgle,DanPriceSeattle
5691,RondaRead,Poshmarkapp
5692,RondaRead,donnadeanpalmer
5693,RondaRead,BrownEarlisha
5694,murph326,Poshmarkapp
5695,murph326,NLSideHustle
5696,KristineFlowe14,Poshmarkapp
5697,KristineFlowe14,ANaturalBlckWmn
5698,Isabeli27662090,Poshmarkapp
5699,dexteraps,Nike
5700,skrloverespect,Poshmarkapp
5701,RamirezZeny,BoostYeezy16
5702,prosperity801,Poshmarkapp
5703,Fashionalldway1,Poshmarkapp
5704,xraythereseller,Poshmarkapp
5705,RavensRoost406,Poshmarkapp
5706,LADYC20161,Poshmarkapp
5707,LADYC20161,style_world21
5708,ankabearscloset,Poshmarkapp
5709,ankabearscloset,styledbydana
5710,myhandz2yourz,Poshmarkapp
5712,JosephMcCarron1,Poshmarkapp
5713,JosephMcCarron1,MaryannSouth
5714,nosuchsound,Poshmarkapp
5715,nosuchsound,mizzgin
5716,Reneakay1,Poshmarkapp
5717,SituationGirl68,Poshmarkapp
5718,SituationGirl68,JanaBG2021
5719,Trish6153931668,Poshmarkapp
5720,ChrisCernoch,eBay
5722,ChrisCernoch,eBay
5723,billselfmeme,barstoolsports
5724,AllesUndNix_,DSWorksOfficial
5725,PureOzSports,eBay
5727,leadingblockch1,Nike
5728,leadingblockch1,nikestore
5729,leadingblockch1,adidas
5730,leadingblockch1,saucony
5731,Size_Okay,MARVINKICKS0603
5735,hknbuzz,BoostYeezy16
5737,whokneweric,spacejammovie
5738,whokneweric,Nike
5739,whokneweric,Jumpman23
5740,whokneweric,HeirJordan13
5744,JoeCook80543637,Poshmarkapp
5745,Jazgalthrift,Poshmarkapp
5746,Deb1theonly1,Poshmarkapp
5747,heavenandangel_,Poshmarkapp
5748,Jocelyn70485630,Poshmarkapp
5749,MrFowler_T,Poshmarkapp
5750,svortiz4,Poshmarkapp
5751,svortiz4,LineMaska
5752,reyna_yaho,Poshmarkapp
5753,ssundials,Poshmarkapp
5754,enchantedrealm3,Poshmarkapp
5755,enchantedrealm3,jobacle
5756,KoolKlay,Poshmarkapp
5757,LynnLaddawan,Poshmarkapp
5758,supergirl2278,Poshmarkapp
5759,supergirl2278,Kells_Treasures
5760,shortytornado,Poshmarkapp
5761,miceears,HaveHeartDaily
5762,miceears,Poshmarkapp
5763,Ally_Squirrel89,Poshmarkapp
5764,HaveHeartDaily,Poshmarkapp
5765,kathy23464086,Poshmarkapp
5766,Kristen_Love,Poshmarkapp
5767,DMBincredible,JWKeady
5768,DMBincredible,DanPriceSeattle
5771,itskellipryor,Lizzz_Anya
5774,ChrisCernoch,eBay
5777,NotaroCindy,kylemcfadden100
5778,NotaroCindy,Poshmarkapp
5779,DwearsPs,amcmath04
5782,sincitydvd,meagan111611
5783,sincitydvd,Poshmarkapp
5785,EcomLimitless,Poshmarkapp
5786,sincitydvd,homeiswhereuare
5787,sincitydvd,Poshmarkapp
5788,PamelaFabrega,Poshmarkapp
5789,LW75092969,Poshmarkapp
5790,JuliaCkY,Poshmarkapp
5791,kylemcfadden100,Poshmarkapp
5792,FlorstyleJ,Poshmarkapp
5793,the_real_cat,Poshmarkapp
5794,the_real_cat,KoutureThe
5795,AndreaSabillo15,Poshmarkapp
5796,Borka30278635,Poshmarkapp
5797,Borka30278635,cltrtter
5798,TamaraC34576756,Poshmarkapp
5799,TamaraC34576756,csnm65
5800,Theatstylez,Poshmarkapp
5801,Theatstylez,starchdesigns
5802,DarleeC2,Poshmarkapp
5803,homeiswhereuare,Poshmarkapp
5804,nani67563605,saintsupcloset
5805,nani67563605,Saint_sup
5806,lindseyveecee,Poshmarkapp
5807,lindseyveecee,blacxadam
5809,coltgannon,natejcan2
5816,Eric_Mims_Sr,Duncanville_TF
5819,malan_paquette,KosUnbound
5820,malan_paquette,NBCNews
5822,weheart2shop,zahra70376752
5823,weheart2shop,Poshmarkapp
5826,HilaryCallaghan,JWKeady
5827,HilaryCallaghan,DanPriceSeattle
5828,tiffanykorren,Poshmarkapp
5829,tiffanykorren,babyblues172001
5830,SheilaNeumann6,Poshmarkapp
5831,SheilaNeumann6,CFlirtwear
5832,Jamonitonetime1,Poshmarkapp
5833,AlyssaC999,Poshmarkapp
5834,HueraSkinnink,Poshmarkapp
5835,KheperaAdornmnt,Poshmarkapp
5836,freakschick_23,Poshmarkapp
5837,CDR75,Poshmarkapp
5838,CDR75,KirkatKirkAve
5839,Vintage_Lamb,Poshmarkapp
5840,Vintage_Lamb,WieczorekTracy
5841,Giesele,Poshmarkapp
5842,Giesele,Prodigalson4411
5843,duryee_nancy,Poshmarkapp
5844,wolframbrandon,Poshmarkapp
5845,ver2thaonica,RaLopez404
5846,ahmad47abdullah,DigiSliceX
5847,ahmad47abdullah,SweetStreetWear
5848,Pinky_S22,saintsupcloset
5849,Pinky_S22,Saint_sup
5854,simonjackson4,Duncanville_TF
5856,SayItWitYaKickz,KingJames
5857,SayItWitYaKickz,FAMUAthletics
5858,SayItWitYaKickz,Nike
5865,Nike23Jordan2,Jkissoon3
5866,rey93643324,Poshmarkapp
5867,ParulisStefanie,Poshmarkapp
5868,kferg77,Poshmarkapp
5870,Spoiledinpdx2,Poshmarkapp
5871,Spoiledinpdx2,TrinaPaulk1
5872,Spoiledinpdx2,925profitz
5873,nedrajames900,Poshmarkapp
5874,mstevensart,Poshmarkapp
5876,poshertom380,Poshmarkapp
5877,ninedress1,Poshmarkapp
5878,LilyEvans2736,Poshmarkapp
5879,LilyEvans2736,KarenMi69296900
5880,zahra70376752,Poshmarkapp
5881,cateyedoll,Poshmarkapp
5882,JohnsNatasha,Poshmarkapp
5884,bdebtfree2014,eBay
5885,ElaineW58566007,TammyOwenFishe1
5886,ElaineW58566007,Poshmarkapp
5887,ElaineW58566007,arttease
5888,ElaineW58566007,CynthiaHeider59
5889,ElaineW58566007,Poshmarkapp
5890,ElaineW58566007,CynthiaHeider59
5891,ElaineW58566007,Poshmarkapp
5893,jerryco_b,swooshsupply
5896,OumSoles,Bambi_surprise
5900,Yhanz33,DigiSliceX
5901,Yhanz33,SweetStreetWear
5902,shino94026707,saintsupcloset
5903,shino94026707,Saint_sup
5906,GiveawayBase,GiveawayBase
5907,jbkustomkickz,jbkustomkickz
5910,AdelynsArmoire,eBay
5912,CynthiaHeider59,Poshmarkapp
5913,chroniconlyyy,footlocker
5914,nevroica42,Poshmarkapp
5915,nevroica42,SundancerRaven
5916,womens_therapy1,Poshmarkapp
5917,CrucialFashion,Poshmarkapp
5918,CrucialFashion,janw523
5919,CrucialFashion,AllTreasures
5920,BlancaCharun,Poshmarkapp
5921,BlancaCharun,BlancaCharun
5922,aaronscloset1,Poshmarkapp
5923,SharonYohn,Poshmarkapp
5924,SharonYohn,Sunshin76561941
5925,shariivautour02,Poshmarkapp
5926,shariivautour02,Ahlskiee
5927,Iambalee,Poshmarkapp
5928,Mom2Trips_blog,Poshmarkapp
5929,JoeSamp28331431,Poshmarkapp
5930,BlackGwendolyne,Poshmarkapp
5931,MelindaGravenor,Poshmarkapp
5932,Dwell35804082,Poshmarkapp
5933,sunnyalley09,Poshmarkapp
5935,angwe,bennettrun
5936,ooooooo81016259,bliinngg
5937,chou_sykle,DigiSliceX
5938,chou_sykle,SweetStreetWear
5939,SneakerAdmirals,SeanEubanks001
5941,DennisTodisco,minigrid
5942,SneakerAdmirals,bliinngg
5944,luku_naye,fkabudu
5945,luku_naye,asemota
5946,THEDOPESOLE,kbzsneakerseu
5949,cctv364,Poshmarkapp
5950,KarinasCloset22,Poshmarkapp
5951,KarinasCloset22,missesjbauer
5952,LauralousueMy,Poshmarkapp
5953,Isabeli27662090,Poshmarkapp
5954,Isabeli27662090,janw523
5955,Isabeli27662090,Sunshin76561941
5956,BussellCharlene,Poshmarkapp
5957,BeaMaynard1,Poshmarkapp
5958,Gnaj67,Poshmarkapp
5959,Gnaj67,frankiepwalters
5960,handmeupresale,Poshmarkapp
5961,JayP_89,Poshmarkapp
5962,JayP_89,ChristineRunyo3
5963,marnie_poshmark,Poshmarkapp
5964,marnie_poshmark,penelopejean15
5965,marnie_poshmark,Yulia66880882
5966,Jennnesssa,Poshmarkapp
5967,McclamPamela,Poshmarkapp
5968,McclamPamela,bling_fabulous
5969,CRepeats,Poshmarkapp
5970,angelsposhshop,Poshmarkapp
5971,jessiduran3223,Poshmarkapp
5973,je_ld,bliinngg
5976,LylaFaith2,flextoday
5977,JusDew_it,Jumpman23
5978,JusDew_it,Nike
5979,JuanPuig99,voltasport
5980,JuanPuig99,Jumpman23
5981,SayItWitYaKickz,KingJames
5983,whybeeyams,Nike
5987,ZekeAzz,ZekeAzz
5988,BSmokin999,DigiSliceX
5989,BSmokin999,SweetStreetWear
5991,Mc18182,juaancar7
5992,Mc18182,Cristiano
5993,Mc18182,nikefootball
5994,fan_spandex,swimsuitheaven
5995,GwiziSoneni,Nike
5996,DALOUDMOUTHPOD1,fxshionjunkie
5998,NickBarkenhagen,DigiSliceX
5999,NickBarkenhagen,SweetStreetWear
6000,andy_wornhole,nike_airr
6001,BridgeDanyal,YouTube
6002,uota_aman,SteakxEggs
6004,products_hot,KaysUniverse11
6005,products_hot,Poshmarkapp
6008,Gluxia1,KingSize199619
6009,rgikpttn,Poshmarkapp
6011,Anabel79950053,Poshmarkapp
